891099	Glendale	Glendale	Glendale	-17.35514	31.06718	P	PPL	ZW		03				9768		1143	Africa/Harare	2012-01-17
891515	Filabusi	Filabusi	Emfelabuso,Filabusi	-20.53333	29.28502	P	PPL	ZW		07				1756		1072	Africa/Harare	2012-01-17
891699	Esigodini	Esigodini	Esigodini,Essexvale	-20.28979	28.92261	P	PPL	ZW		07				2228		1181	Africa/Harare	2012-01-17
892156	Dorowa Mining Lease	Dorowa Mining Lease	Dorowa,Dorowa Claims,Dorowa Mining Lease	-19.06667	31.75	P	PPL	ZW		00				1676		916	Africa/Harare	2012-01-17
892440	Dete	Dete	Dete,Dett	-18.61667	26.86667	P	PPL	ZW		06				2993		1112	Africa/Harare	2013-03-12
892876	Concession	Concession	Concession	-17.38333	30.95	P	PPL	ZW		03				4983		1331	Africa/Harare	2013-03-12
893172	Chivhu	Chivhu	Chivhu,Enkeldoorn	-19.02112	30.89218	P	PPL	ZW		04				10369		1450	Africa/Harare	2012-01-17
893397	Chirundu	Chirundu	Chirunda,Chirundo,Chirundu,Chirundu Township,Otto Beit Bridge	-16.03333	28.85	P	PPL	ZW		00				1911		402	Africa/Harare	2012-01-17
893485	Chiredzi	Chiredzi	BFO,Chiredzi	-21.05	31.66667	P	PPL	ZW		08				28205		436	Africa/Harare	2013-05-08
893549	Chipinge	Chipinge	CHJ,Chipinga,Chipinge	-20.18833	32.62365	P	PPL	ZW		01				18860		1109	Africa/Harare	2015-04-24
893697	Chinhoyi	Chinhoyi	Chinhoyi,Chinoyi,Sinoia	-17.36667	30.2	P	PPLA	ZW		05				61739		1153	Africa/Harare	2009-06-30
893813	Chimanimani	Chimanimani	Chimanimani,Mandidzudzure,Melsetter	-19.8	32.86667	P	PPL	ZW		01				2752		1565	Africa/Harare	2013-03-12
894239	Chegutu	Chegutu	Cheguto,Chegutu,Hartley,New Hartley	-18.13021	30.14074	P	PPL	ZW		05				47294		1187	Africa/Harare	2012-01-17
894413	Chakari	Chakari	Chakari,Shagari	-18.06294	29.89246	P	PPL	ZW		05				6472		1107	Africa/Harare	2012-01-17
894460	Centenary	Centenary	Centenary	-16.72289	31.11462	P	PPL	ZW		03				3388		1186	Africa/Harare	2012-01-17
894701	Bulawayo	Bulawayo	BUQ,Bulavajas,Bulavajo,Bulavejo,Bulawayo,Gorad Bulavajo,bu la wa yue,bullawayo,burawayo,Ð‘ÑƒÐ»Ð°Ð²Ð°Ð¹Ð¾,Ð‘ÑƒÐ»Ð°Ð²Ð°Ñ˜Ð¾,Ð‘ÑƒÐ»Ð°Ð²ÐµÐ¹Ð¾,Ð“Ð¾Ñ€Ð°Ð´ Ð‘ÑƒÐ»Ð°Ð²Ð°Ñ‘,ãƒ–ãƒ©ãƒ¯ãƒ¨,å¸ƒæ‹‰ç“¦çº¦,ë¶ˆë¼ì™€ìš”	-20.15	28.58333	P	PPLA	ZW		09				699385		1348	Africa/Harare	2010-08-03
895057	Binga	Binga	Binga	-17.62027	27.34139	P	PPL	ZW		06				4327		628	Africa/Harare	2012-01-17
895061	Bindura	Bindura	Bindura,Bindura Town,Kimberley Reefs,Ð‘Ð¸Ð½Ð´ÑƒÑ€Ð°	-17.30192	31.33056	P	PPLA	ZW		03				37423		1118	Africa/Harare	2010-08-03
895269	Beitbridge	Beitbridge	Beitbridge	-22.21667	30	P	PPL	ZW		07				26459		461	Africa/Harare	2013-03-12
895308	Beatrice	Beatrice		-18.25283	30.8473	P	PPL	ZW		04				1647		1307	Africa/Harare	2006-01-17
895417	Banket	Banket	Banket,Banket Junction	-17.38333	30.4	P	PPL	ZW		05				9641		1277	Africa/Harare	2013-03-12
1085510	Epworth	Epworth	Epworth	-17.89	31.1475	P	PPLX	ZW		10				123250		1508	Africa/Harare	2012-01-19
1106542	Chitungwiza	Chitungwiza	Chitungwiza	-18.01274	31.07555	P	PPL	ZW		10				340360		1435	Africa/Harare	2012-01-20

